,Country/Currency,currency,value,date
508,Gibraltar Pound,GIP,0.848227,20/12/2021
509,Guatemala Quetzal,GTQ,8.756589,20/12/2021
510,Guinea Franc,GNF,10736.480338,20/12/2021
511,Guyana Dollar,GYD,236.819506,20/12/2021
512,Haiti Gourde,HTG,113.74718,20/12/2021
513,Honduras Lempira,HNL,27.453013,20/12/2021
514,Hong Kong Dollar,HKD,8.77449,20/12/2021
515,Hungary Forint,HUF,367.343521,20/12/2021
516,Iceland Krona,ISK,146.385914,20/12/2021
517,India Rupee,INR,85.497443,20/12/2021
518,Indonesia Rupiah,IDR,16170.01047,20/12/2021
519,Iran Rial,IRR,47506.106517,20/12/2021
520,Iraq Dinar,IQD,1652.79384,20/12/2021
521,Israel New Shekel,ILS,3.518802,20/12/2021
522,Jamaica Dollar,JMD,174.399821,20/12/2021
523,Jordan Dinar,JOD,0.796754,20/12/2021
524,Kazakhstan Tenge,KZT,495.951214,20/12/2021
525,Kenya Shilling,KES,127.968249,20/12/2021
526,Kuwait Dinar,KWD,0.340751,20/12/2021
527,Kyrgyzstan Som,KGS,95.34886,20/12/2021
528,Laos Kip,LAK,12545.675461,20/12/2021
529,Lebanon Pound,LBP,1712.192682,20/12/2021
530,Lesotho Loti,LSL,17.855958,20/12/2021
531,Liberia Dollar,LRD,159.665705,20/12/2021
532,Libya Dinar,LYD,5.213205,20/12/2021
533,Macau Pataca,MOP,9.101777,20/12/2021
534,Macedonia Denar,MKD,61.648713,20/12/2021
535,Malagasy Ariary,MGA,4492.897031,20/12/2021
536,Malawi Kwacha,MWK,924.511241,20/12/2021
537,Malaysia Ringgit,MYR,4.753419,20/12/2021
538,Maldives Rufiyaa,MVR,17.314694,20/12/2021
539,Mauritania Ouguiya,MRO,401.412352,20/12/2021
540,Mauritius Rupee,MUR,49.304788,20/12/2021
541,Mexico Peso,MXN,23.438161,20/12/2021
542,Moldova Leu,MDL,20.097931,20/12/2021
543,Mongolia Tugrik,MNT,3213.981675,20/12/2021
544,Morocco Dirham,MAD,10.487935,20/12/2021
545,Mozambique New Metical,MZN,71.770988,20/12/2021
546,Myanmar Kyat,MMK,2015.697279,20/12/2021
547,NL Antilles Guilder,ANG,2.040916,20/12/2021
548,Namibia Dollar,NAD,17.855559,20/12/2021
549,Nepal Rupee,NPR,136.186474,20/12/2021
550,New Zealand Dollar,NZD,1.669696,20/12/2021
551,Nicaragua Cordoba Oro,NIO,40.093212,20/12/2021
552,Nigeria Naira,NGN,465.436178,20/12/2021
553,North Korea Won,KPW,1011.964312,20/12/2021
554,Norway Kroner,NOK,10.188202,20/12/2021
555,Oman Rial,OMR,0.433033,20/12/2021
556,Pakistan Rupee,PKR,201.800656,20/12/2021
557,Panama Balboa,PAB,1.132419,20/12/2021
558,Papua New Guinea Kina,PGK,4.010722,20/12/2021
559,Paraguay Guarani,PYG,7696.706314,20/12/2021
560,Peru Nuevo Sol,PEN,4.578604,20/12/2021
561,Philippines Peso,PHP,56.164582,20/12/2021
562,Poland Zloty,PLN,4.631535,20/12/2021
563,Qatar Rial,QAR,4.093937,20/12/2021
564,Romania New Lei,RON,4.952218,20/12/2021
565,Russia Rouble,RUB,83.647292,20/12/2021
566,Rwanda Franc,RWF,1174.101623,20/12/2021
567,Samoa Tala,WST,2.923645,20/12/2021
568,Sao Tome/Principe Dobra,STD,23272.911011,20/12/2021
569,Saudi Arabia Riyal,SAR,4.220679,20/12/2021
570,Serbia Dinar,RSD,117.671256,20/12/2021
571,Seychelles Rupee,SCR,14.987147,20/12/2021
572,Sierra Leone Leone,SLL,12615.822693,20/12/2021
573,Singapore Dollar,SGD,1.537964,20/12/2021
574,Solomon Islands Dollar,SBD,9.100846,20/12/2021
575,Somali Shilling,SOS,656.652703,20/12/2021
576,South Africa Rand,ZAR,17.924248,20/12/2021
577,South Korea Won,KRW,1337.72136,20/12/2021
578,Sri Lanka Rupee,LKR,228.752795,20/12/2021
579,St Helena Pound,SHP,1.548755,20/12/2021
580,Sudan Pound,SDG,491.921052,20/12/2021
581,Suriname Dollar,SRD,24.207356,20/12/2021
582,Swaziland Lilangeni,SZL,17.966725,20/12/2021
583,Sweden Krona,SEK,10.291948,20/12/2021
584,Syria Pound,SYP,2825.059166,20/12/2021
585,Taiwan Dollar,TWD,31.316364,20/12/2021
586,Tanzania Shilling,TZS,2586.130974,20/12/2021
587,Thailand Baht,THB,37.68335,20/12/2021
588,Tonga Pa'anga,TOP,2.57753,20/12/2021
589,Trinidad/Tobago Dollar,TTD,7.700811,20/12/2021
590,Tunisia Dinar,TND,3.211266,20/12/2021
591,Turkish New Lira,TRY,18.80207,20/12/2021
592,Uganda Shilling,UGX,4025.801534,20/12/2021
593,Ukraine Hryvnia,UAH,30.863966,20/12/2021
594,Uruguay Peso,UYU,50.252481,20/12/2021
595,United Arab Emirates Dirham,AED,4.130046,20/12/2021
596,Vanuatu Vatu,VUV,127.341837,20/12/2021
597,Vietnam Dong,VND,25841.635331,20/12/2021
598,Yemen Rial,YER,281.381656,20/12/2021
599,Zambia Kwacha,ZMK,10120.993621,20/12/2021
600,Australia Dollar,AUD,1.586287,21/12/2021
601,Great Britain Pound,GBP,0.854129,21/12/2021
602,Euro,EUR,1.0,21/12/2021
603,Japan Yen,JPY,128.26768,21/12/2021
604,Switzerland Franc,CHF,1.039843,21/12/2021
605,USA Dollar,USD,1.128382,21/12/2021
606,Afghanistan Afghani,AFN,115.20569,21/12/2021
607,Albania Lek,ALL,120.848019,21/12/2021
608,Algeria Dinar,DZD,157.151695,21/12/2021
609,Angola Kwanza,AOA,638.882903,21/12/2021
610,Argentina Peso,ARS,115.244211,21/12/2021
611,Armenia Dram,AMD,555.298905,21/12/2021
612,Aruba Florin,AWG,2.031087,21/12/2021
613,Azerbaijan New Manat,AZN,1.922639,21/12/2021
614,Bahamas Dollar,BSD,1.127261,21/12/2021
615,Bahrain Dinar,BHD,0.42544,21/12/2021
616,Bangladesh Taka,BDT,96.714252,21/12/2021
617,Barbados Dollar,BBD,2.276118,21/12/2021
618,Belarus Ruble,BYR,22116.279726,21/12/2021
619,Belize Dollar,BZD,2.272317,21/12/2021
620,Bermuda Dollar,BMD,1.128382,21/12/2021
621,Bhutan Ngultrum,BTN,85.55762,21/12/2021
622,Bolivia Boliviano,BOB,7.783798,21/12/2021
623,Bosnia Mark,BAM,1.956232,21/12/2021
624,Botswana Pula,BWP,13.262693,21/12/2021
625,Brazil Real,BRL,6.479961,21/12/2021
626,Brunei Dollar,BND,1.541737,21/12/2021
627,Bulgaria Lev,BGN,1.955875,21/12/2021
628,Burundi Franc,BIF,2247.53122,21/12/2021
629,CFA Franc BCEAO,XOF,656.112029,21/12/2021
630,CFA Franc BEAC,XAF,656.114937,21/12/2021
631,CFP Franc,XPF,119.777911,21/12/2021
632,Cambodia Riel,KHR,4608.266341,21/12/2021
633,Canada Dollar,CAD,1.458761,21/12/2021
634,Cape Verde Escudo,CVE,110.287638,21/12/2021
635,Cayman Islands Dollar,KYD,0.939426,21/12/2021
636,Chili Peso,CLP,983.317115,21/12/2021
637,China Yuan/Renminbi,CNY,7.193097,21/12/2021
638,Colombia Peso,COP,4520.860955,21/12/2021
639,Comoros Franc,KMF,492.432037,21/12/2021
640,Congo Franc,CDF,2257.891727,21/12/2021
641,Costa Rica Colon,CRC,719.410422,21/12/2021
642,Croatia Kuna,HRK,7.515357,21/12/2021
643,Cuba Convertible Peso,CUC,1.128382,21/12/2021
644,Cuba Peso,CUP,29.902113,21/12/2021
645,Czech Koruna,CZK,25.227195,21/12/2021
646,Denmark Krone,DKK,7.436436,21/12/2021
647,Djibouti Franc,DJF,200.687419,21/12/2021
648,Dominican Republich Peso,DOP,64.289336,21/12/2021
649,East Caribbean Dollar,XCD,3.049508,21/12/2021
650,Egypt Pound,EGP,17.730025,21/12/2021
651,El Salvador Colon,SVC,9.863374,21/12/2021
652,Ethiopia Birr,ETB,55.077582,21/12/2021
653,Falkland Islands Pound,FKP,0.851227,21/12/2021
654,Fiji Dollar,FJD,2.413723,21/12/2021
655,Gambia Dalasi,GMD,59.241295,21/12/2021
656,Georgia Lari,GEL,3.486906,21/12/2021
657,Ghana New Cedi,GHS,6.87071,21/12/2021
658,Gibraltar Pound,GIP,0.851227,21/12/2021
659,Guatemala Quetzal,GTQ,8.716666,21/12/2021
660,Guinea Franc,GNF,10684.387832,21/12/2021
661,Guyana Dollar,GYD,235.918426,21/12/2021
662,Haiti Gourde,HTG,114.840082,21/12/2021
663,Honduras Lempira,HNL,27.632162,21/12/2021
664,Hong Kong Dollar,HKD,8.800677,21/12/2021
665,Hungary Forint,HUF,367.970891,21/12/2021
666,Iceland Krona,ISK,146.610417,21/12/2021
667,India Rupee,INR,85.525694,21/12/2021
668,Indonesia Rupiah,IDR,16179.581935,21/12/2021
669,Iran Rial,IRR,47674.123414,21/12/2021
670,Iraq Dinar,IQD,1645.196024,21/12/2021
671,Israel New Shekel,ILS,3.576236,21/12/2021
672,Jamaica Dollar,JMD,173.536466,21/12/2021
673,Jordan Dinar,JOD,0.800019,21/12/2021
674,Kazakhstan Tenge,KZT,494.829113,21/12/2021
675,Kenya Shilling,KES,127.438955,21/12/2021
676,Kuwait Dinar,KWD,0.341979,21/12/2021
677,Kyrgyzstan Som,KGS,95.685063,21/12/2021
678,Laos Kip,LAK,12553.27739,21/12/2021
679,Lebanon Pound,LBP,1704.510302,21/12/2021
680,Lesotho Loti,LSL,17.806097,21/12/2021
681,Liberia Dollar,LRD,160.963861,21/12/2021
682,Libya Dinar,LYD,5.195628,21/12/2021
683,Macau Pataca,MOP,9.05778,21/12/2021
684,Macedonia Denar,MKD,61.629562,21/12/2021
685,Malagasy Ariary,MGA,4478.247983,21/12/2021
686,Malawi Kwacha,MWK,915.377345,21/12/2021
687,Malaysia Ringgit,MYR,4.754439,21/12/2021
688,Maldives Rufiyaa,MVR,17.433651,21/12/2021
689,Mauritania Ouguiya,MRO,402.832044,21/12/2021
690,Mauritius Rupee,MUR,49.313078,21/12/2021
691,Mexico Peso,MXN,23.415465,21/12/2021
692,Moldova Leu,MDL,20.043714,21/12/2021
693,Mongolia Tugrik,MNT,3225.348702,21/12/2021
694,Morocco Dirham,MAD,10.465148,21/12/2021
695,Mozambique New Metical,MZN,72.024093,21/12/2021
696,Myanmar Kyat,MMK,2004.350896,21/12/2021
697,NL Antilles Guilder,ANG,2.031689,21/12/2021
698,Namibia Dollar,NAD,17.805815,21/12/2021
699,Nepal Rupee,NPR,136.893526,21/12/2021
700,New Zealand Dollar,NZD,1.678592,21/12/2021
701,Nicaragua Cordoba Oro,NIO,39.911723,21/12/2021
702,Nigeria Naira,NGN,462.816955,21/12/2021
703,North Korea Won,KPW,1015.543369,21/12/2021
704,Norway Kroner,NOK,10.19865,21/12/2021
705,Oman Rial,OMR,0.434358,21/12/2021
706,Pakistan Rupee,PKR,200.913282,21/12/2021
707,Panama Balboa,PAB,1.127231,21/12/2021
708,Papua New Guinea Kina,PGK,4.008894,21/12/2021
709,Paraguay Guarani,PYG,7654.508639,21/12/2021
710,Peru Nuevo Sol,PEN,4.557757,21/12/2021
711,Philippines Peso,PHP,56.261675,21/12/2021
712,Poland Zloty,PLN,4.62395,21/12/2021
713,Qatar Rial,QAR,4.108445,21/12/2021
714,Romania New Lei,RON,4.948743,21/12/2021
715,Russia Rouble,RUB,83.602695,21/12/2021
716,Rwanda Franc,RWF,1168.821353,21/12/2021
717,Samoa Tala,WST,2.933985,21/12/2021
718,Sao Tome/Principe Dobra,STD,23355.221313,21/12/2021
719,Saudi Arabia Riyal,SAR,4.235905,21/12/2021
720,Serbia Dinar,RSD,117.611022,21/12/2021
721,Seychelles Rupee,SCR,15.369338,21/12/2021
722,Sierra Leone Leone,SLL,12668.893426,21/12/2021
723,Singapore Dollar,SGD,1.541279,21/12/2021
724,Solomon Islands Dollar,SBD,9.140431,21/12/2021
725,Somali Shilling,SOS,660.10326,21/12/2021
726,South Africa Rand,ZAR,17.822899,21/12/2021
727,South Korea Won,KRW,1344.946284,21/12/2021
728,Sri Lanka Rupee,LKR,228.281562,21/12/2021
729,St Helena Pound,SHP,1.554232,21/12/2021
730,Sudan Pound,SDG,493.667976,21/12/2021
731,Suriname Dollar,SRD,24.289541,21/12/2021
732,Swaziland Lilangeni,SZL,17.880146,21/12/2021
733,Sweden Krona,SEK,10.319681,21/12/2021
734,Syria Pound,SYP,2835.050673,21/12/2021
735,Taiwan Dollar,TWD,31.402302,21/12/2021
736,Tanzania Shilling,TZS,2595.277845,21/12/2021
737,Thailand Baht,THB,38.012927,21/12/2021
738,Tonga Pa'anga,TOP,2.584276,21/12/2021
739,Trinidad/Tobago Dollar,TTD,7.666345,21/12/2021
740,Tunisia Dinar,TND,3.247472,21/12/2021
741,Turkish New Lira,TRY,15.199323,21/12/2021
742,Uganda Shilling,UGX,3996.220289,21/12/2021
743,Ukraine Hryvnia,UAH,30.752703,21/12/2021
744,Uruguay Peso,UYU,50.146738,21/12/2021
745,United Arab Emirates Dirham,AED,4.144655,21/12/2021
746,Vanuatu Vatu,VUV,127.792212,21/12/2021
747,Vietnam Dong,VND,25828.655251,21/12/2021
748,Yemen Rial,YER,282.377947,21/12/2021
749,Zambia Kwacha,ZMK,10156.785954,21/12/2021
750,Australia Dollar,AUD,1.578864,22/12/2021
751,Great Britain Pound,GBP,0.850951,22/12/2021
752,Euro,EUR,1.0,22/12/2021
753,Japan Yen,JPY,128.844237,22/12/2021
754,Switzerland Franc,CHF,1.04249,22/12/2021
755,USA Dollar,USD,1.129053,22/12/2021
756,Afghanistan Afghani,AFN,117.421875,22/12/2021
757,Albania Lek,ALL,121.025662,22/12/2021
758,Algeria Dinar,DZD,157.226361,22/12/2021
759,Angola Kwanza,AOA,638.367939,22/12/2021
760,Argentina Peso,ARS,115.390272,22/12/2021
761,Armenia Dram,AMD,555.97663,22/12/2021
762,Aruba Florin,AWG,2.032861,22/12/2021
763,Azerbaijan New Manat,AZN,1.916262,22/12/2021
764,Bahamas Dollar,BSD,1.128838,22/12/2021
765,Bahrain Dinar,BHD,0.425684,22/12/2021
766,Bangladesh Taka,BDT,96.852527,22/12/2021
767,Barbados Dollar,BBD,2.279283,22/12/2021
768,Belarus Ruble,BYR,22129.446353,22/12/2021
769,Belize Dollar,BZD,2.275482,22/12/2021
770,Bermuda Dollar,BMD,1.129053,22/12/2021
771,Bhutan Ngultrum,BTN,85.299765,22/12/2021
772,Bolivia Boliviano,BOB,7.783633,22/12/2021
773,Bosnia Mark,BAM,1.956416,22/12/2021
774,Botswana Pula,BWP,13.234266,22/12/2021
775,Brazil Real,BRL,6.488101,22/12/2021
776,Brunei Dollar,BND,1.540062,22/12/2021
777,Bulgaria Lev,BGN,1.956633,22/12/2021
778,Burundi Franc,BIF,2260.364877,22/12/2021
779,CFA Franc BCEAO,XOF,655.413375,22/12/2021
780,CFA Franc BEAC,XAF,656.133308,22/12/2021
781,CFP Franc,XPF,120.075015,22/12/2021
782,Cambodia Riel,KHR,4600.892427,22/12/2021
783,Canada Dollar,CAD,1.457777,22/12/2021
784,Cape Verde Escudo,CVE,110.864555,22/12/2021
785,Cayman Islands Dollar,KYD,0.940782,22/12/2021
786,Chili Peso,CLP,984.229535,22/12/2021
787,China Yuan/Renminbi,CNY,7.192181,22/12/2021
788,Colombia Peso,COP,4518.358743,22/12/2021
789,Comoros Franc,KMF,493.452532,22/12/2021
790,Congo Franc,CDF,2258.106847,22/12/2021
791,Costa Rica Colon,CRC,720.325887,22/12/2021
792,Croatia Kuna,HRK,7.513894,22/12/2021
793,Cuba Convertible Peso,CUC,1.129053,22/12/2021
794,Cuba Peso,CUP,29.919915,22/12/2021
795,Czech Koruna,CZK,25.236827,22/12/2021
796,Denmark Krone,DKK,7.436228,22/12/2021
797,Djibouti Franc,DJF,200.654986,22/12/2021
798,Dominican Republich Peso,DOP,64.299394,22/12/2021
799,East Caribbean Dollar,XCD,3.051323,22/12/2021
800,Egypt Pound,EGP,17.741269,22/12/2021
801,El Salvador Colon,SVC,9.87796,22/12/2021
802,Ethiopia Birr,ETB,55.096457,22/12/2021
803,Falkland Islands Pound,FKP,0.851734,22/12/2021
804,Fiji Dollar,FJD,2.406915,22/12/2021
805,Gambia Dalasi,GMD,59.273441,22/12/2021
806,Georgia Lari,GEL,3.489054,22/12/2021
807,Ghana New Cedi,GHS,6.96062,22/12/2021
808,Gibraltar Pound,GIP,0.851734,22/12/2021
809,Guatemala Quetzal,GTQ,8.718913,22/12/2021
810,Guinea Franc,GNF,10500.196576,22/12/2021
811,Guyana Dollar,GYD,236.180785,22/12/2021
812,Haiti Gourde,HTG,115.003467,22/12/2021
813,Honduras Lempira,HNL,27.509365,22/12/2021
814,Hong Kong Dollar,HKD,8.807351,22/12/2021
815,Hungary Forint,HUF,367.574964,22/12/2021
816,Iceland Krona,ISK,146.810658,22/12/2021
817,India Rupee,INR,85.454494,22/12/2021
818,Indonesia Rupiah,IDR,16111.930525,22/12/2021
819,Iran Rial,IRR,47716.618997,22/12/2021
820,Iraq Dinar,IQD,1647.853416,22/12/2021
821,Israel New Shekel,ILS,3.57421,22/12/2021
822,Jamaica Dollar,JMD,173.713063,22/12/2021
823,Jordan Dinar,JOD,0.800509,22/12/2021
824,Kazakhstan Tenge,KZT,494.055884,22/12/2021
825,Kenya Shilling,KES,127.752356,22/12/2021
826,Kuwait Dinar,KWD,0.341956,22/12/2021
827,Kyrgyzstan Som,KGS,95.738872,22/12/2021
828,Laos Kip,LAK,12577.654561,22/12/2021
829,Lebanon Pound,LBP,1705.999298,22/12/2021
830,Lesotho Loti,LSL,17.929633,22/12/2021
831,Liberia Dollar,LRD,161.007405,22/12/2021
832,Libya Dinar,LYD,5.210553,22/12/2021
833,Macau Pataca,MOP,9.070518,22/12/2021
834,Macedonia Denar,MKD,61.667346,22/12/2021
835,Malagasy Ariary,MGA,4482.342206,22/12/2021
836,Malawi Kwacha,MWK,921.872853,22/12/2021
837,Malaysia Ringgit,MYR,4.747691,22/12/2021
838,Maldives Rufiyaa,MVR,17.455647,22/12/2021
839,Mauritania Ouguiya,MRO,403.071864,22/12/2021
840,Mauritius Rupee,MUR,49.569807,22/12/2021
841,Mexico Peso,MXN,23.506767,22/12/2021
842,Moldova Leu,MDL,20.122331,22/12/2021
843,Mongolia Tugrik,MNT,3227.268869,22/12/2021
844,Morocco Dirham,MAD,10.472532,22/12/2021
845,Mozambique New Metical,MZN,72.06786,22/12/2021
846,Myanmar Kyat,MMK,2007.154759,22/12/2021
847,NL Antilles Guilder,ANG,2.03451,22/12/2021
848,Namibia Dollar,NAD,17.929702,22/12/2021
849,Nepal Rupee,NPR,136.479904,22/12/2021
850,New Zealand Dollar,NZD,1.67,22/12/2021
851,Nicaragua Cordoba Oro,NIO,39.940279,22/12/2021
852,Nigeria Naira,NGN,464.221611,22/12/2021
853,North Korea Won,KPW,1016.147959,22/12/2021
854,Norway Kroner,NOK,10.094274,22/12/2021
855,Oman Rial,OMR,0.434696,22/12/2021
856,Pakistan Rupee,PKR,201.083899,22/12/2021
857,Panama Balboa,PAB,1.128938,22/12/2021
858,Papua New Guinea Kina,PGK,3.974154,22/12/2021
859,Paraguay Guarani,PYG,7681.002051,22/12/2021
860,Peru Nuevo Sol,PEN,4.581132,22/12/2021
861,Philippines Peso,PHP,56.404685,22/12/2021
862,Poland Zloty,PLN,4.622401,22/12/2021
863,Qatar Rial,QAR,4.11085,22/12/2021
864,Romania New Lei,RON,4.946718,22/12/2021
865,Russia Rouble,RUB,83.625629,22/12/2021
866,Rwanda Franc,RWF,1137.521286,22/12/2021
867,Samoa Tala,WST,2.935732,22/12/2021
868,Sao Tome/Principe Dobra,STD,23369.125527,22/12/2021
869,Saudi Arabia Riyal,SAR,4.238965,22/12/2021
870,Serbia Dinar,RSD,117.551352,22/12/2021
871,Seychelles Rupee,SCR,14.972962,22/12/2021
872,Sierra Leone Leone,SLL,12673.624254,22/12/2021
873,Singapore Dollar,SGD,1.539284,22/12/2021
874,Solomon Islands Dollar,SBD,9.145909,22/12/2021
875,Somali Shilling,SOS,650.335132,22/12/2021
876,South Africa Rand,ZAR,17.911698,22/12/2021
877,South Korea Won,KRW,1344.171803,22/12/2021
878,Sri Lanka Rupee,LKR,228.598913,22/12/2021
879,St Helena Pound,SHP,1.555155,22/12/2021
880,Sudan Pound,SDG,493.960238,22/12/2021
881,Suriname Dollar,SRD,24.247613,22/12/2021
882,Swaziland Lilangeni,SZL,17.929951,22/12/2021
883,Sweden Krona,SEK,10.308205,22/12/2021
884,Syria Pound,SYP,2836.738482,22/12/2021
885,Taiwan Dollar,TWD,31.396156,22/12/2021
886,Tanzania Shilling,TZS,2596.822909,22/12/2021
887,Thailand Baht,THB,38.012969,22/12/2021
888,Tonga Pa'anga,TOP,2.584632,22/12/2021
889,Trinidad/Tobago Dollar,TTD,7.642791,22/12/2021
890,Tunisia Dinar,TND,3.261275,22/12/2021
891,Turkish New Lira,TRY,13.982169,22/12/2021
892,Uganda Shilling,UGX,4005.300417,22/12/2021
893,Ukraine Hryvnia,UAH,30.778224,22/12/2021
894,Uruguay Peso,UYU,50.100015,22/12/2021
895,United Arab Emirates Dirham,AED,4.147128,22/12/2021
896,Vanuatu Vatu,VUV,127.868291,22/12/2021
897,Vietnam Dong,VND,25945.646795,22/12/2021
898,Yemen Rial,YER,282.545808,22/12/2021
899,Zambia Kwacha,ZMK,10162.836155,22/12/2021
900,Australia Dollar,AUD,1.574305,23/12/2021
901,Great Britain Pound,GBP,0.849739,23/12/2021
902,Euro,EUR,1.0,23/12/2021
903,Japan Yen,JPY,129.434711,23/12/2021
904,Switzerland Franc,CHF,1.042491,23/12/2021
905,USA Dollar,USD,1.13387,23/12/2021
906,Afghanistan Afghani,AFN,117.267981,23/12/2021
907,Albania Lek,ALL,120.697045,23/12/2021
908,Algeria Dinar,DZD,157.513077,23/12/2021
909,Angola Kwanza,AOA,640.193457,23/12/2021
910,Argentina Peso,ARS,115.463512,23/12/2021
911,Armenia Dram,AMD,556.38054,23/12/2021
912,Aruba Florin,AWG,2.040967,23/12/2021
913,Azerbaijan New Manat,AZN,1.929929,23/12/2021
914,Bahamas Dollar,BSD,1.129792,23/12/2021
915,Bahrain Dinar,BHD,0.426989,23/12/2021
916,Bangladesh Taka,BDT,96.932634,23/12/2021
917,Barbados Dollar,BBD,2.281177,23/12/2021
918,Belarus Ruble,BYR,22223.860035,23/12/2021
919,Belize Dollar,BZD,2.277378,23/12/2021
920,Bermuda Dollar,BMD,1.13387,23/12/2021
921,Bhutan Ngultrum,BTN,85.336376,23/12/2021
922,Bolivia Boliviano,BOB,7.80137,23/12/2021
923,Bosnia Mark,BAM,1.955296,23/12/2021
924,Botswana Pula,BWP,13.260779,23/12/2021
925,Brazil Real,BRL,6.411355,23/12/2021
926,Brunei Dollar,BND,1.541784,23/12/2021
927,Bulgaria Lev,BGN,1.957333,23/12/2021
928,Burundi Franc,BIF,2252.624614,23/12/2021
929,CFA Franc BCEAO,XOF,655.777948,23/12/2021
930,CFA Franc BEAC,XAF,655.777948,23/12/2021
931,CFP Franc,XPF,119.850656,23/12/2021
932,Cambodia Riel,KHR,4602.944707,23/12/2021
933,Canada Dollar,CAD,1.457228,23/12/2021
934,Cape Verde Escudo,CVE,110.235388,23/12/2021
935,Cayman Islands Dollar,KYD,0.941543,23/12/2021
936,Chili Peso,CLP,975.899502,23/12/2021
937,China Yuan/Renminbi,CNY,7.2231,23/12/2021
938,Colombia Peso,COP,4535.470301,23/12/2021
939,Comoros Franc,KMF,493.063313,23/12/2021
940,Congo Franc,CDF,2270.008653,23/12/2021
941,Costa Rica Colon,CRC,723.162549,23/12/2021
942,Croatia Kuna,HRK,7.525609,23/12/2021
943,Cuba Convertible Peso,CUC,1.13387,23/12/2021
944,Cuba Peso,CUP,30.047566,23/12/2021
945,Czech Koruna,CZK,25.073385,23/12/2021
946,Denmark Krone,DKK,7.43565,23/12/2021
947,Djibouti Franc,DJF,201.135082,23/12/2021
948,Dominican Republich Peso,DOP,64.24146,23/12/2021
949,East Caribbean Dollar,XCD,3.064342,23/12/2021
950,Egypt Pound,EGP,17.83828,23/12/2021
951,El Salvador Colon,SVC,9.885301,23/12/2021
952,Ethiopia Birr,ETB,55.26591,23/12/2021
953,Falkland Islands Pound,FKP,0.855368,23/12/2021
954,Fiji Dollar,FJD,2.417186,23/12/2021
955,Gambia Dalasi,GMD,59.471917,23/12/2021
956,Georgia Lari,GEL,3.49797,23/12/2021
957,Ghana New Cedi,GHS,6.976595,23/12/2021
958,Gibraltar Pound,GIP,0.855368,23/12/2021
959,Guatemala Quetzal,GTQ,8.722257,23/12/2021
960,Guinea Franc,GNF,10708.565037,23/12/2021
961,Guyana Dollar,GYD,236.26549,23/12/2021
962,Haiti Gourde,HTG,115.245075,23/12/2021
963,Honduras Lempira,HNL,27.710434,23/12/2021
964,Hong Kong Dollar,HKD,8.844418,23/12/2021
965,Hungary Forint,HUF,368.23619,23/12/2021
966,Iceland Krona,ISK,146.802106,23/12/2021
967,India Rupee,INR,85.566453,23/12/2021
968,Indonesia Rupiah,IDR,16157.086407,23/12/2021
969,Iran Rial,IRR,47920.20519,23/12/2021
970,Iraq Dinar,IQD,1649.009757,23/12/2021
971,Israel New Shekel,ILS,3.590027,23/12/2021
972,Jamaica Dollar,JMD,173.635591,23/12/2021
973,Jordan Dinar,JOD,0.803894,23/12/2021
974,Kazakhstan Tenge,KZT,493.725194,23/12/2021
975,Kenya Shilling,KES,127.731075,23/12/2021
976,Kuwait Dinar,KWD,0.343335,23/12/2021
977,Kyrgyzstan Som,KGS,96.150058,23/12/2021
978,Laos Kip,LAK,12583.36426,23/12/2021
979,Lebanon Pound,LBP,1708.233587,23/12/2021
980,Lesotho Loti,LSL,17.926336,23/12/2021
981,Liberia Dollar,LRD,162.087327,23/12/2021
982,Libya Dinar,LYD,5.20228,23/12/2021
983,Macau Pataca,MOP,9.076522,23/12/2021
984,Macedonia Denar,MKD,61.598181,23/12/2021
985,Malagasy Ariary,MGA,4483.955708,23/12/2021
986,Malawi Kwacha,MWK,922.382154,23/12/2021
987,Malaysia Ringgit,MYR,4.771297,23/12/2021
988,Maldives Rufiyaa,MVR,17.518435,23/12/2021
989,Mauritania Ouguiya,MRO,404.791541,23/12/2021
990,Mauritius Rupee,MUR,49.720276,23/12/2021
991,Mexico Peso,MXN,23.507226,23/12/2021
992,Moldova Leu,MDL,20.150298,23/12/2021
993,Mongolia Tugrik,MNT,3241.037778,23/12/2021
994,Morocco Dirham,MAD,10.466542,23/12/2021
995,Mozambique New Metical,MZN,72.374965,23/12/2021
996,Myanmar Kyat,MMK,2008.814017,23/12/2021
997,NL Antilles Guilder,ANG,2.036244,23/12/2021
998,Namibia Dollar,NAD,17.926033,23/12/2021
999,Nepal Rupee,NPR,136.53772,23/12/2021
1000,New Zealand Dollar,NZD,1.667725,23/12/2021
1001,Nicaragua Cordoba Oro,NIO,40.001607,23/12/2021
1002,Nigeria Naira,NGN,466.213805,23/12/2021
1003,North Korea Won,KPW,1020.483281,23/12/2021
1004,Norway Kroner,NOK,10.062584,23/12/2021
1005,Oman Rial,OMR,0.436071,23/12/2021
1006,Pakistan Rupee,PKR,201.700528,23/12/2021
1007,Panama Balboa,PAB,1.129792,23/12/2021
1008,Papua New Guinea Kina,PGK,4.017803,23/12/2021
1009,Paraguay Guarani,PYG,7685.401591,23/12/2021
1010,Peru Nuevo Sol,PEN,4.585348,23/12/2021
1011,Philippines Peso,PHP,56.835816,23/12/2021
1012,Poland Zloty,PLN,4.634262,23/12/2021
1013,Qatar Rial,QAR,4.128413,23/12/2021
1014,Romania New Lei,RON,4.952176,23/12/2021
1015,Russia Rouble,RUB,83.508414,23/12/2021
