index,name,address,latitude,longitude,url
1917,Sheng Yong Xing,"20 Guangdong Road, Shanghai, China Mainland",31.236447,121.486181,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/sheng-yong-xing
1918,Yong Yi Ting,"111 South Pudong Road, Shanghai, China Mainland",31.245216,121.50343,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/yong-yi-ting
1922,Canton Table,"3 Zhongshan Dong Yi Road, Shanghai, 200002, China Mainland",31.236093,121.486211,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/canton-table
1923,Il Ristorante - Niko Romito,"Lane 108, North Shanxi Road, Shanghai, China Mainland",31.229977,121.48704,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/il-ristorante-niko-romito-563683
1924,Jean Georges,"3 Zhongshan Dong Yi Road, Shanghai, China Mainland",31.218637,121.490738,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/jean-georges-506640
1927,Amazing Chinese Cuisine (Changning),"1665 Hongqiao Road, Shanghai, China Mainland",31.202995,121.3889,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/amazing-chinese-cuisine-changning
1931,Yong Fu,"59 South Maoming Road, Shanghai, China Mainland",31.220526,121.46027,https://guide.michelin.com/en/shanghai-municipality/shanghai/restaurant/yong-fu
1934,Shoroku,"1-16-18 Utsubohommachi, Nishi-ku, Osaka, 550-0004, Japan",34.684744,135.494629,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shoroku
1945,Shinchi Yamamoto,"1-1-13 Dojima, Kita-ku, Osaka, 530-0003, Japan",34.6960034,135.4999736,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shinchi-yamamoto
1972,Nishino,"1-9-21 Kyomachibori, Nishi-ku, Osaka, 550-0003, Japan",34.687804,135.495663,https://guide.michelin.com/en/osaka-region/osaka/restaurant/nishino
2017,Kyoboshi,"347-92 Giommachi-kitagawa, Higashiyama-ku, Kyoto, 605-0073, Japan",35.005139,135.775649,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kyoboshi
2040,CAINOYA,"318-6 Inaricho, Kawaramachi-dori Shijo-sagaru 2chome, Shimogyo-ku, Kyoto, 600-8022, Japan",35.002515,135.768857,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/cainoya
2046,Kako Okamoto,"470-4 Tokiwacho, Higashiyama-ku, Kyoto, 605-0874, Japan",34.992366,135.77574,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kako-okamoto
2054,Kanamean Nishitomiya,"562 Honeyanocho, Nakagyo-ku, Kyoto, 604-6084, Japan",35.006639,135.764872,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kanamean-nishitomiya
2057,Ryoriya Maekawa,"405 Nambacho, Shimogyo-ku, Kyoto, 600-8027, Japan",34.998689,135.767871,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/ryoriya-maekawa
2073,Gion Kida,"570-192 Giommachi-minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan",35.0025444,135.7761134,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-kida
2082,Noguchi Tsunagu,"371-4 Kiyomotocho, Higashiyama-ku, Kyoto, 605-0084, Japan",35.005321,135.774453,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/noguchi-tsunagu
2088,Yuyu,"8 Koyama-kitakamifusacho, Kita-ku, Kyoto, 603-8142, Japan",35.044835,135.759172,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/yuyu
2094,Kamanza Nagashima,"726-5 Shimomatsuyacho, Nakagyo-ku, Kyoto, 604-0034, Japan",35.011394,135.755809,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kamanza-nagashima
2124,CUT,"9500 Wilshire Blvd., Beverly Hills, 90212, United States",34.067036,-118.401024,https://guide.michelin.com/en/california/beverly-hills/restaurant/cut-559418
2156,Bar Crenn,"3131 Fillmore St., San Francisco, 94123, United States",37.798435,-122.43581,https://guide.michelin.com/en/california/san-francisco/restaurant/bar-crenn
2170,Lai Heen,"3 Xing An Road, Zhujiang New Town, Guangzhou, China Mainland",23.11883,113.321816,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lai-heen-559155
2171,BingSheng Mansion,"2 Xiancun Road, Zhujiang New Town, Guangzhou, China Mainland",23.117404,113.322958,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/bingsheng-mansion
2172,Suyab Courtyard・Pickmoon Gourmet,"348 Yingbin Road, Guangzhou, China Mainland",23.024632,113.32637,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/suyab-courtyard%E3%83%BBpickmoon-gourmet
2173,Lei Garden (Yuexiu),"33 Jianshe Sixth Road, Guangzhou, China Mainland",23.136923,113.279568,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lei-garden-yuexiu
2174,Jade River,"1 Shamian South Street, Guangzhou, China Mainland",23.108321,113.237649,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/jade-river
2175,BingSheng Private Kitchen,"178 Tianhe East Road, Guangzhou, China Mainland",23.137287,113.328901,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/bingsheng-private-kitchen
2176,Wisca (Haizhu),"172 Binjiang West Road, Guangzhou, China Mainland",23.110752,113.254258,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/wisca-haizhu
2177,Hongtu Hall,"1 Shamian South Street, Guangzhou, China Mainland",23.108321,113.237649,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/hongtu-hall
2178,Lingnan House,"6 Zhujiang East Road, Guangzhou, China Mainland",23.119891,113.320629,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lingnan-house
2179,Song,"16 Zhujiang East Road, Guangzhou, China Mainland",23.12226,113.321903,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/song
2180,Yu Yue Heen,"5 Zhujiang West Road, Zhujiang New Town, Guangzhou, China Mainland",23.119916,113.317995,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/yu-yue-heen
2181,Famous Cuisine (Tianhe),"189 Tianhe North Road, Guangzhou, China Mainland",23.144325,113.31722,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/famous-cuisine
2182,Rêver,"370 Yuejiang West Road, Guangzhou, China Mainland",23.109474,113.331346,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/rever
2183,Imperial Treasure Fine Teochew Cuisine,"383 Tianhe Road, Guangzhou, China Mainland",23.137162,113.327751,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/imperial-treasure-fine-teochew-cuisine-1190416
